user_id,age,gender,subscription_plan,watch_hours,days_since_last_login,device,monthly_fee,churn_status,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,signup_date,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,viewing_time_decline_rate,watch_time_7d,completion_rate,avg_time_per_use,early_exit_ratio,high_engagement_index,inactive_period,usage_freq,activity_density_7d,search_engagement,freq_smartphone,freq_tv_set,genre_concentration_index,content_diversity_score,post_hook_continuation,first_watch_content_48h,support_tickets_is_missing,payment_failures_is_missing,acct_first_playback_date,acct_last_playback_date,first_event_ts,visited_cancel_page,search_no_click_rate_28d,rec_ignore_rate_28d,watch_time_delta_28d,completion_to_next_start_rate,original_core_watch_share,had_search_28d,had_rec_28d,had_watch_delta,had_completion_history,had_core_watch_history,plan_price_sensitivity_score,monthly_fee_norm,payment_failures_norm,cancel_page_norm,price_sensitivity_proxy,risk_score,risk_band,content_score,price_score,content_level,price_level,persona_type,persona_risk_label
user_00014,57,Unknown,Standard,4.3181666666666665,31,Mobile,13.99,1,Unknown,2,1.3429,Unknown,2022-06-07 00:00:00,9.4,2,4,34,0.0,0.0,0.3333,63.9667,0.0833,-1.0614,44,11.0,0.0,7.0,13,7,0.339,9,0.0,0,0,0,2023-02-19 13:37:54.721000+00:00,2025-11-17 09:05:17.200000+00:00,2025-02-09 20:26:00,0,0.0,0.0,0.0,0.0,0.3437801536145741,0,0,0,1,1,0.6,0.5555555555555557,1.0,0,0.5344444444444445,47.17,Mid,-0.015495247673083024,-0.22009136741148105,low,low,목적형 유저,목적형 유저 - Mid
user_00015,41,Unknown,Basic,0.0,4,Mobile,8.99,1,Unknown,3,2.2714,Unknown,2024-05-22 00:00:00,15.9,6,4,15,0.0,0.0,0.0909,74.7889,0.0,-1.0614,64,0.0,0.0,2.0,10,6,0.3349,9,0.0,1,0,0,2024-09-06 12:36:16.654000+00:00,2025-11-28 08:29:00.278000+00:00,2025-01-20 18:29:00,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,1,0.65,60.34,High,-0.3659774505986734,0.6531087173355666,low,high,가성비 유지러,가성비 유지러 - High
user_00016,20,Unknown,Standard,2.6631666666666667,43,Mobile,13.99,0,Unknown,1,0.9571,Unknown,2023-05-23 00:00:00,6.7,8,0,13,0.0,0.0,0.125,33.8375,0.375,-1.0614,102,8.0,0.0,3.0,7,7,0.5057,8,0.0,0,0,0,2024-11-29 18:22:58.845000+00:00,2025-11-16 02:40:36.029000+00:00,2025-01-15 20:55:00,0,0.0,0.0,0.04709328526363235,0.0,0.3773077163777458,0,0,1,1,1,0.6,0.5555555555555557,0.0,0,0.2844444444444445,46.74,Mid,-0.20679417065613825,0.17551286860776671,low,high,가성비 유지러,가성비 유지러 - Mid
user_00017,39,Unknown,Premium,3.8825,18,Mobile,17.99,0,Unknown,2,2.7571,Unknown,2022-06-04 00:00:00,19.3,5,0,20,-0.9167,0.0,0.1818,62.54,0.0909,0.6302,21,11.0,0.0,1.0,11,4,0.2974,8,0.6666666666666666,1,0,0,2024-04-14 22:25:14.245000+00:00,2025-11-21 02:49:23.691000+00:00,2025-01-29 18:31:00,0,0.0,0.0,1.0,0.0,0.7364241253487873,0,0,1,1,1,0.2,1.0,0.0,0,0.38,26.88,Low,0.33395995679021206,-0.5944228562613647,high,low,핵심 팬덤,핵심 팬덤 - Low
user_00018,19,Unknown,Basic,3.891,58,Mobile,8.99,1,Unknown,5,3.4714,Unknown,2024-10-20 00:00:00,24.3,2,4,14,0.0,0.0,0.125,49.0,0.0,-1.0614,25,8.0,0.0,2.0,7,3,0.1883,7,0.0,1,0,0,2024-10-04 06:01:57.564000+00:00,2025-10-05 17:47:41.282000+00:00,2025-01-05 22:55:00,1,0.0,0.0,0.0,0.0,0.29272680544847085,0,0,0,1,1,1.0,0.0,1.0,1,0.65,61.89,High,-0.34251891482648733,0.21203862324660122,low,high,가성비 유지러,가성비 유지러 - High
user_00019,41,Unknown,Standard,1.0438333333333334,48,Mobile,13.99,1,Unknown,3,2.2,Unknown,2023-07-23 00:00:00,15.4,2,2,18,-0.9844,0.0,0.25,76.9533,0.125,2.9048,12,2.0,0.0,4.0,13,5,0.4419,10,0.0,1,0,0,2024-06-29 14:45:54.991000+00:00,2025-11-09 00:48:46.902000+00:00,2025-01-25 21:06:00,1,0.5,0.0,0.0,0.0,0.4991218266006706,1,0,0,1,1,0.6,0.5555555555555557,0.6666666666666666,1,0.7011111111111111,57.58,High,0.16579341031348324,0.5311605935227255,high,high,스마트 체리피커,스마트 체리피커 - High
user_00020,61,Unknown,Basic,4.3025,56,Mobile,8.99,0,Unknown,3,1.7857,Unknown,2025-01-28 22:33:00,12.5,1,2,25,0.0,0.0,0.1818,53.14,0.2727,0.4737,14,11.0,0.0,1.0,11,2,0.2785,9,0.0,1,0,0,2023-11-13 01:02:31.228000+00:00,2025-10-16 01:11:30.092000+00:00,2025-02-02 22:33:00,0,0.0,0.0,1.0,0.0,0.7637807476273485,0,0,1,1,1,1.0,0.0,0.6666666666666666,0,0.31666666666666665,38.27,Low,-0.2027869653615358,-0.2311644564111187,low,low,목적형 유저,목적형 유저 - Low
user_00021,47,Unknown,Basic,2.412166666666667,46,Mobile,8.99,0,Unknown,2,0.9143,Unknown,2022-04-16 00:00:00,6.4,1,0,33,0.0,0.0,0.4444,25.0444,0.4444,-1.0614,149,9.0,0.0,2.0,6,3,0.52,9,0.0,1,0,0,2023-03-17 13:21:45.785000+00:00,2025-10-27 22:07:25.174000+00:00,2025-02-03 18:20:00,1,0.0,0.0,1.0,0.0,0.42251088233261935,0,0,1,1,1,1.0,0.0,0.0,1,0.4,60.49,High,0.15070612308905795,0.11040601096467303,high,low,핵심 팬덤,핵심 팬덤 - High
user_00022,55,Unknown,Premium,5.097999999999999,10,Mobile,17.99,1,Unknown,1,0.5143,Unknown,2023-02-12 00:00:00,3.6,7,4,15,-0.9975,0.0,0.1333,64.8231,0.1333,6.2458,26,15.0,0.0,2.0,10,5,0.4817,11,0.25,1,0,0,2024-09-22 03:03:37.288000+00:00,2025-12-03 12:41:52.675000+00:00,2025-02-15 21:07:00,0,0.0,0.0,1.0,0.0,0.35268732836406436,0,0,1,1,1,0.2,1.0,1.0,0,0.63,38.13,Low,0.3784700280167234,-0.03274099993930466,high,low,핵심 팬덤,핵심 팬덤 - Low
user_00023,19,Unknown,Standard,8.015333333333333,19,Mobile,13.99,0,Unknown,5,3.3286,Unknown,2023-11-25 00:00:00,23.3,3,5,13,-0.9621,0.0,0.2778,129.7375,0.1111,2.3701,12,18.0,0.0,3.0,13,9,0.3036,13,0.1428571428571428,1,0,0,2024-11-20 00:27:32.997000+00:00,2025-11-29 19:31:43.314000+00:00,2025-01-16 21:34:00,0,0.0,0.0,-0.22929335290417296,0.1111111111111111,0.6265699076769524,0,0,1,1,1,0.6,0.5555555555555557,1.0,0,0.5344444444444445,36.85,Low,0.07348639485177626,-0.5929277082220826,low,low,목적형 유저,목적형 유저 - Low
user_00024,38,Unknown,Premium,3.8695,7,TV,17.99,1,Unknown,1,1.6,Unknown,2023-12-09 00:00:00,11.2,8,3,33,-0.9474,0.0,0.2,109.97,0.2,0.7297,20,10.0,0.0,1.0,5,6,0.5852,8,0.0,1,0,0,2023-03-08 00:47:43.183000+00:00,2025-11-30 12:46:50.108000+00:00,2025-02-13 20:39:00,0,0.0,0.0,1.0,0.0,0.34836542188913294,0,0,1,1,1,0.2,1.0,1.0,0,0.63,37.71,Low,0.2303473213876398,-0.413948020796107,high,low,핵심 팬덤,핵심 팬덤 - Low
user_00025,50,Unknown,Standard,0.0,14,Mobile,13.99,1,Unknown,4,2.1286,Unknown,2022-03-10 00:00:00,14.9,3,4,12,0.0,0.0,0.1,109.2375,0.0,-1.0614,28,0.0,0.0,6.0,13,5,0.2507,7,0.3333333333333333,1,0,0,2024-12-25 16:21:19.215000+00:00,2025-12-11 11:46:08.599000+00:00,2025-01-09 18:27:00,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.6,0.5555555555555557,1.0,1,0.7844444444444444,58.78,High,-0.01290036175608468,0.7231285622488822,low,high,가성비 유지러,가성비 유지러 - High
user_00026,29,Unknown,Premium,2.704,4,TV,17.99,0,Unknown,4,0.8714,Unknown,2023-10-25 00:00:00,6.1,0,2,26,1.0,18.0,0.0,51.3,0.2,3.9536,1,10.0,0.1429,5.0,6,7,0.2766,9,0.0,0,0,0,2023-10-14 17:03:29.379000+00:00,2025-12-09 15:43:43.755000+00:00,2025-01-05 18:12:00,0,1.0,1.0,21.38480392156863,0.0,0.7555473372781065,1,1,1,1,1,0.2,1.0,0.6666666666666666,0,0.5466666666666666,39.31,Low,-0.5480690661473562,0.0745998069280728,low,low,목적형 유저,목적형 유저 - Low
user_00027,39,Unknown,Premium,5.269,59,Mobile,17.99,0,Unknown,2,0.8143,Unknown,2024-11-01 00:00:00,5.7,2,5,16,0.0,0.0,0.0,55.4727,0.25,-1.0614,87,12.0,0.0,1.0,8,4,0.3468,10,0.0,1,0,0,2024-08-14 05:29:52.336000+00:00,2025-10-15 23:57:46.404000+00:00,2025-01-14 18:35:00,0,0.0,0.0,1.0,0.0,0.41617637755424813,0,0,1,1,1,0.2,1.0,1.0,0,0.63,55.82,High,-0.5128180973073757,0.3505690207916134,low,high,가성비 유지러,가성비 유지러 - High
user_00028,61,Unknown,Standard,10.245229999999982,6,Mobile,13.99,1,Unknown,2,2.8143,Unknown,2024-05-11 00:00:00,19.7,6,1,21,0.0,0.0,0.5,130.12,0.0909,-1.0614,85,24.0,0.0,6.0,24,20,0.1605,13,0.25,1,0,0,2024-03-18 19:45:38.755000+00:00,2025-12-11 18:31:43.184000+00:00,2025-01-04 21:42:00,0,0.0,0.0,0.0,0.5,0.6287514810619378,0,0,0,1,1,0.6,0.5555555555555557,0.3333333333333333,0,0.36777777777777776,34.93,Low,0.315156963323922,-1.271928195142978,high,low,핵심 팬덤,핵심 팬덤 - Low
user_00029,42,Unknown,Standard,4.061333333333334,41,Mobile,13.99,0,Unknown,2,1.5143,Unknown,2025-01-12 22:12:00,10.6,0,5,32,0.0,0.0,0.125,34.8625,0.25,-1.0614,77,8.0,0.0,4.0,9,4,0.3069,6,0.2857142857142857,1,0,0,2023-04-12 19:05:03.007000+00:00,2025-10-31 02:10:35.744000+00:00,2025-01-13 22:12:00,0,0.0,1.0,0.0,0.0,0.6500328299409062,1,1,0,1,1,0.6,0.5555555555555557,1.0,0,0.5344444444444445,57.29,High,-0.032204878937694026,0.16706736159386815,low,low,목적형 유저,목적형 유저 - High
user_00030,44,Unknown,Basic,3.802666666666667,12,TV,8.99,0,Unknown,4,2.6143,Unknown,2024-09-27 00:00:00,18.3,1,1,20,-0.9606,0.0,0.3,44.69,0.2,0.8207,18,10.0,0.0,1.0,5,8,0.4086,8,0.2,0,0,0,2024-04-05 06:23:52.851000+00:00,2025-11-22 21:14:30.354000+00:00,2025-01-26 20:58:00,0,0.0,1.0,-1.0,0.0,0.41913569424964936,0,1,1,1,1,1.0,0.0,0.3333333333333333,0,0.23333333333333334,40.94,Low,-0.12314086781310273,-0.3741132977276618,low,low,목적형 유저,목적형 유저 - Low
user_00031,59,Unknown,Basic,1.9946666666666664,55,Mobile,8.99,0,Unknown,1,0.7143,Unknown,2024-01-19 00:00:00,5.0,7,1,21,1.0,119.5,0.0,67.6571,0.0,2.1731,5,7.0,0.1429,1.0,10,7,0.2523,7,0.25,1,0,0,2024-03-30 17:21:27.401000+00:00,2025-11-04 02:11:35.601000+00:00,2025-02-02 22:30:00,0,0.0,0.6666666666666666,1.0,1.0,0.2060494652406417,0,1,1,1,1,1.0,0.0,0.3333333333333333,0,0.23333333333333334,33.32,Low,0.4075139298447331,0.23252078020781128,high,high,스마트 체리피커,스마트 체리피커 - Low
user_00032,45,Unknown,Premium,3.6518333333333337,5,Mobile,17.99,0,Unknown,1,0.2429,Unknown,2025-01-11 19:53:00,1.7,8,0,28,0.0,0.0,0.4,31.46,0.2,-1.0614,46,10.0,0.0,5.0,11,8,0.2041,8,0.3333333333333333,1,0,0,2023-09-05 12:17:52.955000+00:00,2025-12-26 15:12:27.923000+00:00,2025-01-11 19:53:00,0,0.0,0.0,-1.0,0.0,0.7308201360047464,0,0,1,1,1,0.2,1.0,0.0,0,0.38,40.84,Low,0.2356221883156674,-0.34838310148486584,high,low,핵심 팬덤,핵심 팬덤 - Low
user_00033,33,Unknown,Basic,7.821166666666667,57,TV,8.99,1,Unknown,2,1.7714,Unknown,2025-01-21 18:21:00,12.4,3,3,23,0.0,0.0,0.2143,61.0,0.0,-1.0614,13,14.0,0.0,2.0,4,12,0.3894,10,0.0,1,0,0,2024-01-28 07:12:44.212000+00:00,2025-10-28 16:54:30.089000+00:00,2025-01-22 18:21:00,1,0.0,1.0,-1.0,0.0,0.7840475632365164,1,1,1,1,1,1.0,0.0,1.0,1,0.65,62.13,High,-0.13350343678591228,-0.12167760445866929,low,low,목적형 유저,목적형 유저 - High
user_00034,32,Unknown,Basic,7.236833333333334,27,TV,8.99,1,Unknown,5,1.0,Unknown,2024-10-06 00:00:00,7.0,7,2,17,-0.9815,0.0,0.0,56.8333,0.1,1.2288,19,10.0,0.0,1.0,2,5,0.4461,7,0.0,1,1,0,2024-07-24 01:56:34.276000+00:00,2025-11-26 06:52:27.300000+00:00,2025-02-08 20:33:00,1,0.0,0.0,2.154742096505824,0.6666666666666666,0.8608507404251399,0,0,1,1,1,1.0,0.0,0.6666666666666666,1,0.5666666666666667,39.36,Low,0.5635882890529852,-0.10166189262020159,high,low,핵심 팬덤,핵심 팬덤 - Low
user_00035,64,Unknown,Premium,3.5570000000000004,3,Mobile,17.99,0,Unknown,1,0.6143,Unknown,2022-08-18 00:00:00,4.3,4,1,17,0.0,0.0,0.0,50.6625,0.2,-1.0614,64,10.0,0.0,2.0,8,7,0.2635,7,0.1666666666666666,1,1,0,2024-07-11 06:35:49.745000+00:00,2025-12-06 13:40:43.929000+00:00,2025-01-06 21:16:00,0,0.0,0.0,1.0,0.25,0.7516165307843687,1,0,1,1,1,0.2,1.0,0.3333333333333333,0,0.46333333333333326,34.21,Low,-0.042470494570393154,-0.1003688335336714,low,low,목적형 유저,목적형 유저 - Low
user_00036,61,Unknown,Basic,1.3146666666666669,58,Mobile,8.99,1,Unknown,4,0.2714,Unknown,2022-04-17 00:00:00,1.9,7,4,30,0.0,0.0,0.0,105.875,0.0,-1.0614,178,5.0,0.0,5.0,5,5,0.5681,3,0.5,0,0,0,2023-06-16 18:40:26.487000+00:00,2025-10-14 01:48:38.900000+00:00,2025-01-01 18:13:00,0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,1,1.0,0.0,1.0,0,0.4,47.62,Mid,0.7931362651976702,0.6732700210069241,high,high,스마트 체리피커,스마트 체리피커 - Mid
user_00037,20,Unknown,Basic,0.9586666666666668,38,Mobile,8.99,1,Unknown,3,0.3571,Unknown,2023-05-10 00:00:00,2.5,2,0,28,0.0,0.0,0.125,60.1286,0.125,-1.0614,81,1.0,0.0,3.0,10,6,0.4381,7,0.2,1,0,0,2023-09-02 22:01:05.821000+00:00,2025-11-21 18:26:03.458000+00:00,2025-01-09 21:33:00,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1.0,0.0,0.0,1,0.4,59.14,High,0.02036287118341372,0.4372761378520891,low,high,가성비 유지러,가성비 유지러 - High
user_00038,54,Unknown,Standard,0.0,38,Mobile,13.99,1,Unknown,3,3.3714,Unknown,2023-07-31 00:00:00,23.6,3,4,33,0.0,0.0,0.2727,45.6333,0.1818,-1.0614,49,0.0,0.0,3.0,8,6,0.2593,7,0.0,0,0,0,2023-03-26 11:05:04.939000+00:00,2025-11-17 07:56:50.465000+00:00,2025-04-02 21:44:00,1,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.6,0.5555555555555557,1.0,1,0.7844444444444444,71.75,High,-0.6642546254456287,0.4929239761887448,low,high,가성비 유지러,가성비 유지러 - High
user_00039,24,Unknown,Standard,3.7158333333333338,42,Mobile,13.99,0,Unknown,3,1.1857,Unknown,2023-09-21 00:00:00,8.3,4,1,27,0.0,0.0,0.0,50.2091,0.0909,-1.0614,35,11.0,0.0,3.0,11,6,0.2815,7,0.1666666666666666,1,0,0,2023-09-05 04:00:06.329000+00:00,2025-10-21 00:13:08.224000+00:00,2025-01-03 21:57:00,0,1.0,1.0,-0.5142091152815013,0.0,0.7294909172460192,1,1,1,1,1,0.6,0.5555555555555557,0.3333333333333333,0,0.36777777777777776,48.72,Mid,-0.5004058948353864,0.041115237218525974,low,low,목적형 유저,목적형 유저 - Mid
user_00040,38,Unknown,Standard,9.0175,20,Mobile,13.99,0,Unknown,5,0.5286,Unknown,2025-01-06 22:01:00,3.7,4,3,33,0.0,0.0,0.0,59.8875,0.1111,-1.0614,42,9.0,0.0,1.0,8,5,0.4177,6,0.0,1,0,0,2023-03-16 23:51:39.968000+00:00,2025-11-26 13:32:24.081000+00:00,2025-01-11 22:01:00,0,0.0,0.0,1.0,0.2,0.6718233065335921,0,0,1,1,1,0.6,0.5555555555555557,1.0,0,0.5344444444444445,36.5,Low,0.08803805767695719,-0.5415312064304328,low,low,목적형 유저,목적형 유저 - Low
user_00041,26,Unknown,Basic,5.793833333333335,34,Mobile,8.99,1,Unknown,2,2.2429,Unknown,2025-01-28 18:50:00,15.7,1,0,27,-0.9702,0.0,0.4,52.85,0.0,0.9373,18,10.0,0.0,1.0,12,3,0.2808,8,0.0,1,0,0,2023-09-29 15:55:50.727000+00:00,2025-11-25 01:36:22.521000+00:00,2025-02-04 18:50:00,1,0.0,0.0,0.9166666666666666,0.0,0.7727468860570147,0,0,1,1,1,1.0,0.0,0.0,1,0.4,40.72,Low,0.21289493099310897,-0.4948383736887013,high,low,핵심 팬덤,핵심 팬덤 - Low
user_00042,56,Unknown,Basic,0.0,18,Mobile,8.99,1,Unknown,4,3.1571,Unknown,2024-04-12 00:00:00,22.1,3,2,17,0.0,0.0,0.4,24.05,0.8,-1.0614,59,0.0,0.0,5.0,4,1,0.9376,3,0.0,1,0,0,2024-07-14 19:05:08.963000+00:00,2025-11-22 05:15:33.934000+00:00,2025-01-08 22:29:00,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,0.0,0.6666666666666666,1,0.5666666666666667,64.39,High,0.8752877978883526,0.36750186372300886,high,high,스마트 체리피커,스마트 체리피커 - High
user_00043,35,Unknown,Premium,4.495,42,TV,17.99,0,Unknown,5,2.2143,Unknown,2025-01-06 20:13:00,15.5,8,0,25,0.0,0.0,0.625,83.25,0.5,-1.0614,14,8.0,0.0,0.0,4,5,0.5626,6,0.1666666666666666,1,0,0,2023-11-03 15:55:16.266000+00:00,2025-10-22 08:12:28.872000+00:00,2025-01-06 20:13:00,1,0.0,0.0,1.0,0.2,0.42154245457916206,0,0,1,1,1,0.2,1.0,0.0,1,0.63,51.33,Mid,0.646584112051706,-0.28145098942624,high,low,핵심 팬덤,핵심 팬덤 - Mid
